#  (1) name
#  (2) XC CALIFA
#  (3) YC CALIFA
#  (4) RA_gal_CAL from cube
#  (5) DEC_gal_CAL from cube
#  (6) XC PanStarss hips images
#  (7) YC PanStarss hips images
#  (8) RA_gal_arc from PanStarss
#  (9) DEC_gal_arc from PanStarss
# (10) D_RA
# (11) D_DEC
name,XC,YC,RA_gal_CAL,DEC_gal_CAL,xc_hips,yc_hips,RA_gal_arc,DEC_gal_arc,D_RA,D_DEC
ASAS15cd,31.5225033133788,31.5209297385476,149.812378628496,12.9837021311063,255.391201415988,289.50187534374,149.811594368548,12.9878853937134,2.75110778851434,-15.0597453855532
ASAS15db,31.53883320005,31.5420866842825,236.738009485058,17.8786633974078,179.546889729974,305.947194427334,236.744805120197,17.8844853149937,-23.2821078744852,-20.9589033091945
ASAS15dd,35.5172770706775,33.524607307329,235.992997133982,19.2144901394328,225.07613481486,218.684160314029,235.995245832429,19.2115906089904,-7.64448282646434,10.4383095924817
ASASSN-14in,34.6624985753047,30.7548861902186,276.125284027382,52.4414319128306,270.09237332304,273.463378342858,276.122990762668,52.4439463378343,5.03217529918894,-9.05193001320299
ASASSN15fj,36.5633077406841,31.5433963984295,257.535796474372,74.7283731656662,248.826675705817,250.550427013932,257.535657332429,74.7286550427014,0.13193378262275,-1.01475732658969
ASASSN-15fs,35.5805945834731,30.8097510807633,284.670231276273,43.468807153078,250.718508330055,245.99032318738,284.669898149167,43.4685590323187,0.870362119389927,0.893234733308645
ASASSN15fs,34.5444215871691,30.6856134155586,284.670221228219,43.4687726703932,250.718508330055,245.99032318738,284.669898149167,43.4685590323187,0.844109539394745,0.769097068092606
BKD2008WR209,36.6007914859882,30.4983125663118,159.691335546532,53.50323941646,250.880344512543,244.415452506581,159.690980625559,53.5029203193307,0.75995970156131,1.14874966568266
BKD2008WR346,33.0360647509173,32.6529421516344,36.6175244014037,1.16048894230761,248.832462732222,248.353477648967,36.6178089149218,1.1605206950304,-1.0240385663917,-0.114309802019186
CGCG004035,40.4934986381213,34.5512665048421,127.075325298786,0.288138414765914,252.307679513133,258.723391512057,127.074857447879,0.289235402110216,1.68424180603545,-3.94915443948769
CGCG008-023,33.8242666964196,31.6433168679883,150.299728962971,0.329240921352219,250.523450041997,246.373771116784,150.299347654996,0.329077377111678,1.37268607032101,0.588759265945971
CGCG097-073,38.7575598759256,32.9266981552797,175.735440433299,19.9661996383765,249.862808179684,249.688045666906,175.735143719177,19.9662888045711,1.00396673857212,-0.320998300529141
CGCG097-076,38.5810636468494,32.5386830148061,175.759121406569,19.649601856393,249.987922871234,249.398891255212,175.758861207707,19.6497698891281,0.882166662928042,-0.604917846182218
CGCG097-078,39.5223694246653,34.4950370641746,175.817815102618,19.7486097325178,250.203609315934,249.440672965049,175.817549639061,19.7487940672993,0.899459095135731,-0.663605213314611
CGCG097-082,34.5216540315482,38.5085397225089,175.852464903898,19.7496834832563,249.97875388298,249.557910202356,175.852222124605,19.7498757910238,0.822593370625712,-0.69230796308517
CGCG097-091,39.5604567956425,34.5191345225772,175.995825682443,20.0768964262563,249.566362968696,248.831658817204,175.9956133637,20.0770131658807,0.717899434018557,-0.420262647773484
CGCG097-093,39.6861821393156,33.6584243066918,176.00825060615,19.784355117863,249.228323538837,248.737008141957,176.008037167645,19.7844237008125,0.723023187552727,-0.246898618401303
CGCG097-114,38.6856341003224,33.1528768376881,176.199350453917,19.7731846880105,249.554503346569,248.414308986185,176.199104549662,19.7733614308949,0.833058790968153,-0.636274383951729
CGCG115-018aF1,43.5487244113372,33.563482162433,102.492792700491,25.612254538928,199.153762817383,467.709167480469,102.497624900758,25.634246710631,-15.6837039118907,-79.1718181308937
CGCG115-018aF2,43.5377141875155,33.5752413635077,102.490156606518,25.6353829983522,170.669718174424,235.214898497778,102.497840269653,25.6341224767118,-24.9386234571042,4.53787790539053
CGCG163-062,32.5761394114162,31.8385593788635,217.298838574703,30.0772152930651,249.18259246203,250.072851751093,217.298660276734,30.0773674228571,0.555443788552672,-0.54766725127422
CGCG229-009,34.5444522552846,31.6067081135952,284.514501236738,43.9357007522538,244.206073886965,242.250144803592,284.514829392611,43.9351350144804,-0.850727131343983,2.03665598428984
CGCG229-010_comb,35.5332515257232,30.8279962735975,284.670495903202,43.4688122211871,250.838985645523,246.198581732317,284.669886101435,43.4685798581732,1.59323022622113,0.83650684996428
CGCG242-073,34.9984644975053,31.2998990374751,175.19732832575,46.5406009799575,249.487246256085,249.552033668561,175.197280027654,46.5405728780359,0.119596792208419,0.101166917940532
CGCG251-041,36.2109835440874,31.6642673352433,250.789542975707,45.8456798130216,249.375908273467,248.765846412356,250.789446778343,45.8457496567362,0.241236818295605,-0.251437372708097
CGCG429-012,36.496718498421,31.6325906382555,339.207829375237,14.3867740241593,249.175394944855,250.227211429775,339.207673858386,14.386998803458,0.54230311247747,-0.809205475382413
CGCG452-052AF1,34.5839215072533,33.529816100001,340.471931163684,20.2594075041002,142.472303861114,270.237901746388,340.482421732874,20.2616619009136,-35.4291079449831,-8.11582852833794
CGCG452-052AF2,34.5732558686744,33.4906365021046,340.471282917955,20.2595531709866,136.415407637312,268.674269204993,340.482382139446,20.2616620877675,-37.4846692019102,-7.59210041132263
CGCG452-052AF3,33.5574858230921,33.4855408368932,340.470888678728,20.2596349537268,132.760815926646,267.844375330521,340.482357739957,20.2616622965831,-38.7337045223941,-7.29843428245545
CGCG452-052B1,34.4938371968177,31.4510231283301,340.47924454898,20.2715774595322,109.452175079729,255.836167567079,340.493062154472,20.2724135698647,-46.6620549485768,-3.00999719688519
CGCG452-052B2,34.4883474964145,31.4446486657763,340.479153654865,20.2717004480052,109.128894303591,252.905689566692,340.49300511335,20.2722452812217,-46.7764272541554,-1.9613995793037
CGCG476117,34.5133852808632,30.5867643740406,355.656383834873,27.0881206551395,215.937012204557,283.774079552947,355.65954752663,27.0917128507683,-10.1396366690907,-12.9319042635828
CGCG536-030,35.9529795987148,32.1013612425805,20.288539270097,40.4708267345601,246.211217565689,248.443972495056,20.2885534317854,40.4707429759085,-0.0387839238672536,0.301531145754552
CGCG97026,38.5372951020952,33.4688774886976,174.22599021821,19.9702445749081,245.479813390218,257.77953144707,174.226192988231,19.9712700620837,-0.686074271697543,-3.69175383223563
CGCG97027,39.761738883118,33.5316785935174,174.22589241086,19.9949830416329,245.961652080843,270.992623976152,174.225984651522,19.9973123933106,-0.312045563416299,-8.38566603970037
CGCG97036_comb,38.9715928146108,32.5422719436283,174.708356518481,19.6272448552174,212.782669067383,5.80558061599731,174.711986142463,19.6027747821836,-12.3093157659573,88.0922629215021
CGCG97036c,39.3381128421394,31.9376700493396,174.7084583296,19.6270769102467,211.734283447266,8.98381614685059,174.712090981025,19.6030926057367,-12.3195585397517,86.3434962361211
CGCG97036d,38.9715928184081,32.5422719725964,174.709128138687,19.6236939620793,213.831039428711,26.9938182830811,174.712375147847,19.6016204905823,-11.0118149991465,79.464497389246
CGCG97041_comb,38.5146985531265,33.6260648669719,174.854756218958,19.5293864526686,274.130136294807,301.481040283363,174.852100233511,19.5347384275673,9.01117215889647,-19.2671096354019
CGCG97041c,38.5132393209064,33.6389893255827,174.854755813616,19.529390042796,274.130136294807,301.481040283363,174.852100233511,19.5347384275673,9.00979692200534,-19.2541851767913
CGCG97041d,38.5107362482374,33.6261596611409,174.854062060142,19.5293715823658,267.569695989512,301.644057083375,174.852063219361,19.5347398326123,6.78162534905504,-19.3257008874312
CGCG97062a,38.9084932338742,33.3230380015806,175.558605777624,19.9534344186717,222.218048095703,480.422088623047,175.56103161358,19.9767646725333,-8.20755269719389,-83.988913901625
CGCG97062b,38.8707525766778,33.3708547258388,175.561484624075,19.9539928682754,246.330703735352,474.065643310547,175.561509677986,19.9766741951831,-0.0847672399771118,-81.6527768673922
CGCG97062_comb,38.8155677445174,33.3643256492199,175.561469294955,19.9539910546431,246.330703735352,474.065643310547,175.561509677986,19.9766741951831,-0.136631683791779,-81.6593059440123
CGCG97063a,39.0776375570109,32.9288006242482,175.565259321904,20.0432674244213,248.062105462517,304.335459954861,175.565053767594,20.0488207480215,0.695152209637943,-19.9919649605917
CGCG97063b,38.8698794918399,32.8435260213436,175.565560130696,20.0410360031514,251.426770685381,326.406463379229,175.565075820431,20.0488201144839,1.63786082558453,-28.0228007969669
CGCG97063_comb,39.1504998674063,32.9494662724504,175.5656380808,20.041065430999,251.426770685381,326.406463379229,175.565075820431,20.0488201144839,1.90147576723685,-27.9168605458608
CGCG97068,38.6522802060794,33.5265486037214,175.602423267496,20.1185036571747,250.893659626298,255.028498358354,175.602052712587,20.1192380212868,1.25259516887892,-2.6437108038607
CGCG97072a,39.7048795623267,31.8633039122139,175.686635301193,20.0717529795274,143.589828491211,495.253875732422,175.696980518461,20.0964163382362,-34.9752726222288,-88.7880913518075
CGCG97072b,38.7992392098035,32.6151173087673,175.690817144682,20.0600958977706,293.507629394531,7.92440414428711,175.686144370851,20.0360952500434,15.8038634970085,86.4023318178909
CGCG97072_comb,39.7048794135241,31.8633040054359,175.691068711405,20.0598870607419,292.459259033203,10.0432281494141,175.686249207887,20.0363071324439,16.300098347897,84.8877418727298
CGCG97079,41.141224128177,32.4775424580606,175.808387826355,20.0045759544306,277.077218604425,250.898547855744,175.80554087557,20.0049109363116,9.63062777245443,-1.20593477144695
CGCG97114,38.3457933532948,33.0023122171195,176.197370939254,19.8250965154885,142.541442871094,8.98381614685059,176.207920741253,19.8010942548207,-35.733724835714,86.4081384042578
CGCG97120_comb,38.5829533081907,33.5503201843054,176.202524382673,19.7916616399422,225.18712534514,268.910252783318,176.204743738665,19.7951664651693,-7.51756384646328,-12.6173708176893
CGCG97120c,38.7124153374591,38.2217131228032,176.202560344347,19.7929592490918,225.196534571576,268.942180580429,176.204742797743,19.795169657949,-7.39256453935675,-7.95747188615792
CGCG97120d,38.5829533089553,33.550320181968,176.200783569456,19.7922556847208,208.853720254039,276.807992645179,176.204636265955,19.7951613950455,-13.0501338792397,-10.460557168858
CGCG97121,40.510132532989,34.5013228256714,176.196623605098,20.1232466138809,253.448102431959,265.877612211087,176.196037091377,20.1250728965391,1.98253167179171,-6.57461756961055
CSP13N,40.6792069553003,33.7765731659515,144.96221630611,16.9166885626383,197.840606721714,258.784290073171,144.967143576838,16.9177290546553,-16.9705264716057,-3.74577126111433
CSP14acx,38.3876485097918,33.740467065683,359.024907059696,29.373854058037,241.175941661967,289.852246451647,359.025581785384,29.3780113751642,-2.11664524977453,-14.9663416576459
CSS140501,34.5611793803066,28.9218302541627,256.050467320144,17.8167459489941,208.732924459745,237.005060087336,256.054338144534,17.8155681688207,-13.2667313729821,4.24000862414999
CygA,33.7802346911005,30.1653258909317,299.868366731859,40.7339659238586,248.170449754031,248.876788920438,299.868232955025,40.733907678892,0.364928480188999,0.209681879590562
ESO539-G014,33.3317340977365,34.6166876482419,7.86734880398418,-19.7612315207526,250.343543669881,252.741027100957,7.86740007903451,-19.7610287201669,-0.173719791013752,-0.73008210840726
ESO540-G003,34.7052993637858,32.7214325804512,8.91481069903995,-20.1252812626682,251.452637413082,248.004318671577,8.91436951880869,-20.1253034509618,1.49127370680788,0.079877856981625
FGC1287a,40.1017272434287,32.3879174914615,175.554532978158,20.0271976944236,258.931202159676,201.647155294423,175.553233822594,20.0226324328724,4.3942713135581,16.4349415840249
FGC1287b,37.9900879091171,32.9355653316689,175.556041354607,20.0071416942446,274.102275889256,293.833130037066,175.553256102601,20.0116429057677,9.42151084967489,-16.2043614831177
FGC1287,38.6278867991789,32.6332446297749,174.795804413,19.5848981235083,246.317466610784,250.057194677952,174.795898253356,19.5851057194745,-0.318280182690399,-0.747345478443151
FGC175A,40.3116813679167,33.2934340636479,191.60322880038,11.9496415094621,248.607512177643,248.571208154476,191.603459248782,11.9495171208154,-0.811636764084226,0.447799128037474
GIN010,33.5772775673965,32.836522610591,10.7277578847634,-9.23045466611057,249.749213511355,249.652312224597,10.7278003863099,-9.23034402450214,-0.151024358095845,-0.398309790353579
HDF-N3,31.8836089442383,32.2499693875687,189.212555297683,62.2242641013881,228.060715169721,280.342123153409,189.213848223683,62.2262177666513,-2.16891757686741,-7.03319494765253
IC0159,32.6303385961024,32.3530085993696,26.6042531639729,-8.63633081846941,250.485848847706,249.748224807015,26.6042072628112,-8.6366318317108,0.163370399163524,1.08364766898674
IC0208,34.854646379945,31.9318293596514,32.1155829267844,6.39507524378984,248.824871559336,249.741431106303,32.1156408156341,6.39516832318943,-0.207103046180168,-0.335085838529281
IC0307,32.9326170877258,30.9448279290363,48.4383957801388,-0.241454988318893,251.617579321124,249.686297072746,48.4381527396819,-0.241371033036355,0.874937880962068,-0.302239017135963
IC0480,34.878808280065,36.0735090539972,118.847434459446,26.7426469747832,250.434302038237,264.877109100931,118.846769138056,26.7425475998451,2.13896379675184,0.357749777155902
IC0485,34.2413351903591,31.7671224292408,120.082469090437,26.7014055912803,248.734123968352,249.354467550388,120.082428640483,26.701505726249,0.130090802237509,-0.360485887566142
IC0522,40.509850661141,30.5396286316621,133.645611625184,57.1665821190644,250.092627777659,249.561209060504,133.645360737215,57.1667661209096,0.489707572407909,-0.662406642945257
IC0540,36.4583035407117,31.9321466457285,142.542848568488,7.90281438595037,249.092111379799,247.504899871107,142.542989828592,7.90268372409141,-0.503706793997373,0.470382692262561
IC0674,36.4880066991894,31.4021024312986,167.776331931933,43.6330736664482,247.953059569066,250.025919459828,167.776578846333,43.633064563274,-0.643355506498897,0.032771427197531
IC0776,35.360297763916,31.3122986810064,184.76310980311,8.85610874097502,242.652277306227,250.308393613379,184.763644492669,8.85643060848054,-1.9019323693523,-1.15872301987636
IC0781,33.9861206867096,30.8018737385791,185.013743747007,14.9614956054824,249.642859317275,248.774223284053,185.013683316438,14.9615280628834,0.210174935078874,-0.116846643675927
IC0851,34.1006124877978,35.6535056168931,197.143385725691,21.0494059737825,250.679566055068,249.439784048367,197.142912043394,21.0498239784048,1.59146132958939,-1.50481664051227
IC0944,36.641424987761,30.7109083784657,207.878536426539,14.0923651964332,247.27965827423,252.453158444222,207.878808064883,14.0925130377284,-0.948466924035026,-0.532228662645906
IC0994,33.5445488039612,31.8141325711855,214.594156172979,11.1951289455833,249.207543709941,248.585854629174,214.594261932829,11.1951391608879,-0.373490650449439,-0.0367750964720415
IC0995,34.8300726139812,32.11975589956,214.129672998687,57.8101593269874,250.333754047035,249.016716682865,214.129586825335,57.8101277331283,0.165264021008557,0.113737892755239
IC1014,34.4078820420267,30.0019021197554,217.076533318923,13.7803217137101,248.204774919204,247.767323157648,217.076777318638,13.7801979176598,-0.853115600296155,0.445665781239057
IC1078,37.8524729262038,31.2155378433355,224.121175389217,9.3543330795547,250.615514048032,247.574046346955,224.120777039775,9.354408390344,1.41498752797907,-0.271118841476437
IC1079,34.3422348629515,31.1843493764402,224.150441524515,9.36977255629536,249.46433730859,249.720298938153,224.150577803319,9.36979337802902,-0.484058094652071,-0.0749582411501137
IC10,60.1978073152718,28.7143633619918,5.08091605758758,59.3037006564894,175.056128637824,143.35109611321,5.07964438713622,59.2932151096113,2.33772903771092,37.7479687612407
IC1151,36.8583735351988,29.6929884909656,239.634724300038,17.4413499533007,248.302310334048,248.46788630567,239.634833409687,17.4413820229056,-0.374735558602798,-0.1154505774565
IC1199,36.5861864757053,30.9227765146429,242.643034299778,10.0403070554354,249.636767131805,249.27230718277,242.643085571267,10.0403557371223,-0.181750582847731,-0.175254072674846
IC1256,36.9891170397832,33.2413122044947,260.946720533998,26.4862701617041,249.523065314576,249.543022636457,260.946949028289,26.4865352105776,-0.736240450607356,-0.95417594459235
IC1481,34.6007353735836,32.6041701624387,349.854846870937,5.90607004726734,248.445043479711,247.327620190967,349.854735495652,5.9060127620191,0.39882277807778,0.206226893693184
IC1528,38.0959723097849,31.1940403689563,1.27250256297339,-7.09351562423954,250.842013519294,247.733070754583,1.27229170264657,-7.09341843948874,0.753287117881836,-0.349865102872826
IC1602,32.6082673639928,30.9958221313841,13.9660811970112,-9.98563542896114,249.490701478422,249.310056618807,13.9661409414842,-9.98560326278022,-0.211821915389576,-0.115798251333388
IC1652,33.4888950042263,30.5231931375009,18.7341068500939,31.9488309754725,245.070671478211,244.478975671264,18.7343639787782,31.9485113193901,-0.78544682280341,1.1507618965382
IC1683,35.3267480354965,32.1803701343104,20.6621706219147,34.4376304777405,246.109318116692,245.348173737642,20.6620911489823,34.4372151922988,0.235961815275591,1.49502759013558
IC1689,34.5397703074821,31.507308060631,20.9495699361965,33.055193141128,249.021249910521,249.9235346895,20.9494178750089,33.0554223534689,0.458816257770297,-0.825164427590153
IC1755,33.7263443006824,31.0834721805818,29.2907790295214,14.5498732258583,249.877237720479,250.504668751991,29.290767321221,14.5500005060172,0.0407980768525635,-0.45820857190435
IC2095,33.158953086379,33.409726801392,72.191663465351,-5.12499031727883,251.81933399275,244.923557919364,72.1907818227607,-5.12495621893176,3.16122475822686,-0.122754049443685
IC2098,34.1483119835767,33.0833659630775,72.6843525015054,-5.41818961572804,248.152338582504,244.786914543756,72.6843960698738,-5.41863408148562,-0.156145225326053,1.60007672729741
IC2101,35.1640591361489,32.5363317642191,72.9261745339032,-6.23108056114114,257.684833307465,257.734047812121,72.9249827008123,-6.23063391518329,4.26525477725122,-1.60792544827295
IC2247,36.0787639701992,32.4713612363932,123.996254556948,23.1994770986604,250.028734328942,249.977710543903,123.996129804637,23.1997217138154,0.412792020178509,-0.880614558042225
IC2341,33.1517273794561,31.0517835760049,125.922695285008,21.4349535068423,249.222823983369,248.43070820991,125.922630856112,21.434882193337,0.215901197115082,0.256728619073954
IC2361,32.4716384107893,32.0736574499764,126.435551478076,27.8745309473552,251.14829163337,249.58378675518,126.435205638247,27.8745688656275,1.10056668932461,-0.136505780336904
IC2373,34.4215083770262,32.3588489753336,126.704257388602,20.3649823959497,248.115086905992,245.704372557297,126.704228794249,20.3645531529347,0.0965056499426815,1.54527485384222
IC2378,33.6897424159137,31.2041261097184,127.132089472768,30.4314119316946,251.81046563337,252.630453628162,127.131616831087,30.4317182753608,1.4670977331213,-1.10283719822917
IC2402,34.2315756672092,32.7340753079324,131.996049864003,31.7858156111376,248.951316184212,249.824633311254,131.995990405812,31.7856941646611,0.181947107307481,0.437207315407306
IC2407,32.6385972182048,30.9642263745896,132.038251402729,17.6114461202077,248.010957549275,250.653231439585,132.038172918855,17.61162138047,0.269298950497883,-0.630936944149596
IC2481,33.8110279299303,29.444724503675,141.87002792766,3.92974177758276,249.050237530059,249.389399579979,141.870075396147,3.9296571829564,-0.170484786569783,0.304540654902041
IC2487,36.739477779253,33.4751283597117,142.538499372204,20.0909577087153,250.242591954209,247.65344053317,142.538169702515,20.0906910726683,1.11459319446319,0.959889769141853
IC2604,35.6692274789276,31.8766171428458,162.354664369812,32.7726045545646,249.357630647326,248.961358936372,162.354442710225,32.7726349634736,0.670956526224956,-0.109472072622907
IC3065,33.7040644036797,32.0261822479721,183.8022526082,14.4329026064128,249.268924248857,249.121346233744,183.802307920105,14.4329074681894,-0.192838545847348,-0.0175023955584663
IC3328,34.7163245109663,30.5447032330804,186.491275439208,10.0539272228249,249.152708424202,249.401403412224,186.491338967108,10.0538160567122,-0.225188549225725,0.400198005793584
IC342field1,29.39007387255,53.4247240284969,56.7010113107556,68.0594765224946,252.245456326694,244.368772728804,56.7047450779363,68.0525065319819,-5.02383989766011,25.0919658457747
IC342field2,46.177956593456,56.2301137456811,56.750095058074,68.0666091124205,298.591924925735,378.686966040544,56.7453642109724,68.0759027774291,6.35897490390079,-33.4571940307001
IC342,37.9287548575308,32.0323202858499,56.7023479874604,68.096656755635,248.171345436148,248.123497434365,56.7021728654564,68.0962823497434,0.235182452777604,1.34786120947297
IC3586,32.4658783543687,32.0236568028337,189.228285339515,12.5200866821428,247.595712210642,250.223067891303,189.228574135419,12.5202024175981,-1.01494151600637,-0.41664763929532
IC3598,33.5417097337235,31.263629543461,189.337671379798,28.2081982754104,249.017893662699,250.183101353317,189.337796893284,28.2082433551173,-0.398184715771323,-0.162286944919288
IC3631,32.8505048218557,33.3557100306078,189.949968447844,12.9740542130821,248.221122671867,249.523156202707,189.950087862013,12.9740077203603,-0.418916703275824,0.167373798494452
IC3652,34.5862656708765,33.3145066001765,190.243863819752,11.1846111125542,249.215451706337,248.92507416342,190.243957200779,11.1845162570263,-0.329786964111098,0.341479900407649
IC3918,34.8290292944548,31.1800670039742,194.223129447785,22.3736355429187,250.125662677171,249.781958797136,194.223064373382,22.3736637201867,0.216632341685166,-0.101438164760737
IC391,36.7461652303725,32.1723897219387,74.3382472681196,78.1888778860339,247.784326038751,265.245310201938,74.3381615673961,78.1904545310202,0.0631410035063042,-5.67592195078532
IC4215,37.6006638846115,31.5976472261975,199.069979613805,25.4053730976534,249.942111919071,251.887426238167,199.069996329308,25.4054958271588,-0.0543564297695841,-0.441826219501706
IC4526,36.5721113676638,33.535559708917,225.659338919824,23.350300988808,248.439420121764,248.32058567048,225.659236057988,23.350362058567,0.339974076185172,-0.219851132447957
IC4534,36.5291905261592,31.4645032381995,226.673915968705,23.6419896288883,249.262076661882,249.70517703276,226.674020541444,23.6419311179143,-0.344865078797447,0.21063950648994
IC4566,37.4149130090176,31.3721774702021,234.175548613124,43.5391680641455,249.940442323913,251.541426663392,234.175617093058,43.5395966019593,-0.178707297101734,-1.54273612979523
IC4582,33.9043872900133,32.0175655483755,236.414626354713,28.088654583614,252.252630878709,245.888909910139,236.414327650712,28.088894150842,0.948678945057271,-0.862442020928711
IC5309,37.7838452856116,31.0131946433024,349.798738575226,8.10952269058321,249.929977347005,247.750992482697,349.798427842685,8.10939412465277,1.10745133126377,0.462837349572709
IC5376,36.1066234786815,31.8813109400027,0.331921196433082,34.5250646113353,245.471113161372,252.336571008971,0.332522245261753,34.5257090153969,-1.78267245712151,-2.31985462184809
IC701,33.2662187644639,31.4326611288117,172.753010779232,20.4690597707364,250.629705855998,250.243648845119,172.752773858994,20.4690639519745,0.799060663104636,-0.0150524570472044
iPTF13dkl,33.6162814922364,29.5087207339662,356.234621234192,3.39387617508148,192.862169879754,248.573095496671,356.240063827902,3.39396995109397,-19.558971735387,-0.337593644941414
iPTF13dkx,34.4299118172048,29.3867596537424,20.2129592630403,3.33856978975574,184.793076226337,259.575951710402,20.2189827576904,3.33979772946744,-21.6477512967175,-4.42058296210917
